tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,Tipo,Municipio,tiempototal,an,mayor
13,23,123,3,29,2,1,7,193,2006,1
5,5,60,1,12,4,4,22,87,2013,0
10,7,29,8,36,1,7,9,91,2012,0
7,13,4,8,37,7,7,16,76,2013,0
9,26,139,3,5,5,4,17,187,2009,1
10,19,148,2,15,2,2,5,196,2014,1
9,25,108,7,13,6,4,12,168,2002,0
9,12,56,4,33,9,4,18,123,2004,0
13,8,125,5,17,8,4,8,176,2020,1
15,33,146,2,6,8,6,19,210,2015,1
6,46,9,10,14,1,5,23,86,2015,0
14,10,1,10,36,4,4,8,75,2001,0
7,35,150,8,14,1,1,13,215,2004,1
14,14,31,10,30,9,2,22,108,2011,0
10,49,111,10,26,5,4,9,211,2009,1
4,34,81,4,31,9,1,12,163,2002,1
3,41,14,6,19,9,7,27,92,2015,0
12,13,43,10,23,4,3,10,105,2021,0
8,3,147,10,25,3,4,19,196,2011,1
2,21,80,3,14,6,4,4,126,2012,0
10,19,114,1,35,6,2,5,185,2006,1
11,38,66,7,9,1,5,23,132,2014,0
6,9,6,2,10,9,6,9,42,2014,0
2,12,115,1,5,4,6,17,139,2021,0
10,42,145,8,16,2,7,18,223,2020,1
13,39,61,1,6,4,2,13,124,2005,0
15,42,85,10,39,3,3,12,194,2017,1
12,19,139,4,7,5,2,8,186,2001,1
2,7,10,10,13,9,6,18,51,2017,0
8,2,43,9,4,6,1,9,72,2021,0
6,8,9,7,6,7,5,27,43,2002,0
1,26,68,4,24,9,5,10,132,2010,0
10,39,147,7,7,2,4,24,212,2011,1
7,28,4,1,15,8,2,18,63,2014,0
3,23,100,3,15,6,5,17,150,2020,0
15,1,74,7,10,5,3,23,112,2014,0
11,47,143,9,35,4,1,3,249,2008,1
11,26,125,3,7,5,6,16,177,2015,0
12,3,73,7,12,1,5,27,108,2022,0
11,13,91,9,13,4,1,15,141,2002,0
7,29,86,10,31,5,6,13,168,2006,0
7,30,97,10,36,6,6,9,186,2019,0
12,24,30,5,15,4,7,14,90,2009,0
12,27,41,6,7,4,3,1,97,2007,0
3,36,13,5,25,9,2,13,91,2020,0
11,41,26,6,5,5,2,11,94,2016,0
3,9,140,10,2,7,2,5,171,2014,1
4,3,142,2,23,6,1,22,180,2013,0
14,4,90,3,28,2,5,23,141,2004,0
14,40,29,3,12,5,6,6,103,2011,0
7,30,36,2,29,5,3,1,109,2015,0
12,8,116,3,10,9,4,18,158,2016,1
4,38,141,8,1,9,7,21,201,2007,1
7,37,150,7,4,6,4,21,211,2010,1
15,6,64,9,33,5,6,3,132,2004,0
4,45,20,8,33,9,4,20,119,2016,0
10,8,15,4,26,4,2,15,67,2015,0
3,46,33,3,28,2,5,6,115,2001,0
1,48,22,2,9,9,1,13,91,2010,0
11,49,76,7,38,6,3,18,187,2015,1
4,13,114,8,10,4,3,4,153,2008,0
6,8,64,6,14,7,4,22,105,2015,0
15,20,137,10,38,3,3,21,223,2019,1
3,37,99,7,10,7,3,24,163,2001,0
9,39,149,6,3,5,7,19,211,2020,1
12,39,26,1,37,5,6,18,120,2018,0
12,18,141,9,35,1,7,15,216,2011,1
13,21,119,2,1,1,7,14,157,2009,1
7,48,128,7,3,7,5,15,200,2014,1
11,14,92,7,36,1,6,18,161,2016,0
3,8,102,3,9,2,2,9,127,2007,0
9,46,91,10,8,8,1,13,172,2017,0
9,49,57,6,6,6,2,11,133,2002,0
2,22,117,7,19,8,6,5,175,2019,1
8,13,120,6,10,3,5,6,160,2002,0
6,47,26,8,23,8,2,25,118,2011,0
14,25,138,3,13,1,1,1,194,2012,1
1,44,98,2,9,1,6,25,155,2019,0
5,46,1,6,38,6,6,19,102,2011,0
11,2,46,6,7,9,4,12,81,2009,0
7,13,61,2,29,5,7,2,117,2009,0
13,34,148,3,22,1,7,11,221,2010,1
1,44,90,6,23,2,2,4,166,2003,1
6,43,63,10,39,6,1,22,167,2021,1
8,28,124,1,24,8,3,16,193,2016,1
10,30,48,10,27,6,2,19,131,2013,0
13,30,63,6,31,8,5,2,151,2002,0
11,40,138,3,7,3,1,18,202,2015,1
13,33,23,10,25,5,4,10,109,2012,0
7,28,70,10,6,2,3,13,123,2002,0
3,16,99,5,10,8,4,5,141,2013,0
9,28,94,10,22,6,2,19,169,2021,1
3,12,83,4,2,6,3,18,110,2009,0
15,42,22,7,1,7,6,20,94,2010,0
15,28,65,7,32,9,4,24,156,2018,1
4,44,118,10,26,9,5,4,211,2013,1
12,42,95,4,9,9,7,21,171,2014,0
14,23,56,7,26,2,2,11,128,2016,0
7,36,60,1,28,3,1,13,135,2017,0
7,38,90,4,8,4,4,14,151,2005,0
9,33,54,4,5,5,7,24,110,2007,0
4,38,98,7,11,2,5,9,160,2020,1
13,15,3,9,19,5,7,27,64,2007,0
7,21,40,3,2,8,4,23,81,2002,0
13,9,132,9,8,1,5,11,172,2018,0
3,47,68,2,7,9,1,23,136,2015,0
10,36,77,2,23,8,7,4,156,2005,0
13,19,63,10,15,3,1,20,123,2016,0
2,13,7,2,10,3,7,22,37,2001,0
13,28,95,9,27,1,4,24,173,2014,1
14,11,141,10,29,1,5,12,206,2002,1
1,1,4,7,30,5,3,16,48,2007,0
13,47,39,1,17,2,6,15,119,2002,0
9,25,126,4,20,6,7,27,190,2012,1
10,16,84,2,11,2,7,4,125,2015,0
3,16,34,3,35,1,2,8,92,2001,0
3,40,115,4,4,7,2,16,173,2004,0
8,25,15,5,14,6,3,16,73,2008,0
3,39,63,4,20,7,4,14,136,2006,0
7,32,16,6,19,8,3,23,88,2002,0
12,26,83,10,34,3,4,25,168,2013,0
13,48,107,10,16,5,4,22,199,2016,1
11,47,28,4,36,5,4,21,131,2001,0
8,45,112,1,27,8,6,17,201,2015,1
4,6,114,1,30,8,4,2,163,2011,1
12,25,70,7,2,6,6,24,122,2015,0
2,3,33,9,29,3,3,25,79,2002,0
11,9,115,5,25,3,3,1,168,2003,0
5,26,4,10,33,6,6,14,84,2013,0
14,15,124,1,39,7,1,20,200,2001,1
3,5,97,9,39,2,2,3,155,2021,0
12,3,125,1,20,4,7,10,165,2016,0
13,21,114,6,28,1,2,23,183,2013,0
11,18,116,1,17,6,1,17,169,2016,0
15,9,82,8,16,8,5,4,138,2010,0
1,3,15,3,31,7,2,23,60,2009,0
3,7,80,9,18,5,5,26,122,2014,0
7,7,57,10,35,9,4,16,125,2015,0
11,37,10,4,4,8,4,22,74,2020,0
12,32,15,4,25,8,1,10,96,2004,0
8,39,29,8,12,3,3,14,99,2014,0
12,27,80,2,33,4,4,23,158,2018,1
7,6,87,5,30,7,7,19,142,2019,0
4,37,34,9,31,2,3,21,117,2019,0
15,25,36,9,12,9,7,12,106,2007,0
9,42,7,1,10,6,4,13,75,2005,0
12,34,106,9,15,8,6,1,184,2011,1
9,3,120,4,22,2,4,26,160,2005,0
14,11,114,4,8,1,4,22,152,2003,0
7,46,22,5,21,9,1,2,110,2014,0
13,35,37,8,10,9,6,22,112,2022,0
9,40,17,3,37,4,5,10,110,2012,0
13,47,110,4,14,3,3,19,191,2016,1
13,38,150,7,26,4,3,10,238,2008,1
4,6,57,5,8,6,6,23,86,2005,0
1,28,136,7,39,1,1,21,212,2022,1
1,2,105,7,11,4,6,9,130,2020,0
1,17,100,6,35,6,3,1,165,2016,0
1,35,2,2,1,1,7,9,42,2018,0
7,12,89,9,2,3,5,24,122,2011,0
13,45,86,7,18,4,7,22,173,2017,1
11,40,52,9,14,4,2,4,130,2008,0
15,18,33,8,31,8,4,18,113,2009,0
3,16,94,7,8,3,5,7,131,2012,0
13,7,85,8,6,4,4,3,123,2017,0
14,34,99,6,17,1,2,27,171,2013,0
9,40,69,9,2,9,7,11,138,2012,0
13,18,111,10,30,7,2,14,189,2004,1
14,3,42,3,15,7,5,26,84,2005,0
9,39,15,5,14,8,5,5,90,2017,0
13,44,102,9,17,9,7,22,194,2004,1
7,26,36,6,10,9,2,8,94,2022,0
15,9,117,8,33,9,4,24,191,2010,0
7,20,17,4,1,9,3,13,58,2018,0
1,46,95,5,32,7,3,13,186,2011,0
14,20,56,2,26,2,7,15,120,2019,0
7,49,11,10,13,8,2,5,98,2020,0
1,11,71,7,16,3,5,25,109,2006,0
7,2,137,7,15,9,6,14,177,2005,1
15,16,86,3,29,8,4,7,157,2020,0
14,36,60,6,15,7,4,12,138,2009,0
4,42,7,5,6,2,5,26,66,2003,0
2,49,69,2,2,4,3,15,128,2017,0
2,2,128,5,39,8,6,24,184,2022,1
8,26,71,1,19,7,7,18,132,2004,0
7,37,82,6,4,2,4,12,138,2009,0
4,37,33,9,37,2,2,5,122,2003,0
6,46,75,8,18,2,3,26,155,2008,1
1,4,59,5,10,1,5,8,80,2001,0
5,27,53,5,9,9,2,8,108,2011,0
11,10,103,3,25,8,7,5,160,2017,0
15,12,94,9,21,1,5,23,152,2011,0
13,19,94,10,21,9,5,25,166,2002,0
5,46,150,8,34,1,5,12,244,2015,1
11,28,23,2,38,4,5,20,106,2022,0
1,27,92,6,20,1,2,14,147,2015,0
6,35,140,1,38,3,4,18,223,2003,1
2,21,145,4,36,6,6,27,214,2003,1
4,32,96,8,30,8,4,8,178,2016,1
4,4,74,2,33,7,3,17,124,2015,0
10,26,144,8,25,7,5,15,220,2002,1
7,4,119,10,4,4,7,25,148,2015,0
1,4,51,4,15,2,5,25,77,2017,0
4,12,52,7,25,8,1,3,108,2010,0
11,9,68,4,10,8,4,14,110,2008,0
12,4,120,5,10,1,5,5,152,2020,0
12,30,123,2,38,2,1,6,207,2004,1
6,18,47,5,18,4,6,5,98,2009,0
8,45,96,8,36,7,6,20,200,2009,1
6,47,89,3,10,2,6,12,157,2008,1
14,21,25,10,32,3,6,20,105,2007,0
4,13,28,10,15,8,4,1,78,2021,0
3,37,72,2,19,4,2,16,137,2021,0
5,23,47,3,6,8,3,23,92,2011,0
5,13,7,7,20,6,6,13,58,2012,0
7,39,94,4,33,2,7,16,179,2002,1
13,7,17,6,17,5,6,18,65,2019,0
4,46,124,7,38,4,7,8,223,2001,1
4,44,95,9,23,6,1,20,181,2010,1
6,12,147,3,14,9,2,20,191,2018,1
9,9,149,2,34,6,2,9,209,2015,1
13,37,121,8,14,9,2,13,202,2020,1
10,42,57,9,13,7,4,17,138,2019,0
10,13,56,4,5,8,2,2,96,2014,0
8,8,8,3,4,3,2,22,34,2010,0
10,8,105,4,5,3,2,22,135,2018,0
7,43,140,2,37,7,2,15,236,2010,1
4,2,106,3,2,1,5,15,118,2022,0
7,13,102,1,34,7,2,8,164,2017,1
2,25,106,8,38,3,1,27,182,2002,1
3,22,86,4,34,6,2,6,155,2001,0
2,48,83,5,12,7,1,5,157,2013,0
7,22,83,10,2,6,4,20,130,2002,0
14,39,77,4,3,2,7,16,139,2008,0
6,23,79,2,17,8,3,13,135,2016,0
8,34,58,8,39,3,1,27,150,2018,0
13,7,105,10,25,6,6,19,166,2016,0
4,36,122,6,18,8,6,10,194,2006,1
7,11,27,8,4,6,7,7,63,2015,0
4,42,64,10,28,3,1,9,151,2014,0
5,23,116,5,19,8,2,22,176,2022,0
1,47,42,6,33,4,1,3,133,2019,0
10,1,18,1,2,6,4,3,38,2020,0
9,15,141,2,3,2,2,27,172,2018,0
9,39,68,9,13,5,6,23,143,2018,0
11,39,40,10,13,8,5,14,121,2017,0
1,9,145,4,5,3,7,6,167,2016,1
14,15,68,9,10,8,3,25,124,2019,0
10,10,89,2,27,7,2,12,145,2019,0
9,40,84,8,32,9,4,5,182,2003,0
14,29,26,3,19,1,6,12,92,2018,0
8,8,111,6,16,1,6,19,150,2003,0
2,7,89,3,29,9,7,11,139,2016,0
3,15,57,1,10,5,7,6,91,2018,0
8,49,72,6,23,2,3,2,160,2001,1
6,18,85,7,30,1,2,1,147,2018,0
10,42,126,1,26,5,6,23,210,2022,1
1,48,73,9,38,2,3,8,171,2004,1
10,48,21,1,32,2,7,7,114,2001,0
9,22,96,1,34,4,1,4,166,2005,1
11,1,112,7,12,2,6,13,145,2015,0
14,41,74,4,34,5,2,24,172,2016,0
11,48,9,7,39,6,3,1,120,2020,0
10,44,9,8,15,8,3,11,94,2006,0
11,6,29,2,30,7,3,1,85,2006,0
14,29,7,10,2,6,7,11,68,2005,0
11,2,105,1,1,4,6,11,124,2019,0
5,16,24,10,7,9,2,26,71,2022,0
14,32,87,8,29,4,4,4,174,2001,1
2,2,126,1,22,5,5,1,158,2008,1
10,16,96,4,16,9,2,6,151,2017,0
11,27,69,4,19,8,1,7,138,2014,0
7,29,125,3,36,2,5,19,202,2003,1
14,19,149,1,8,6,5,5,197,2003,1
5,24,10,8,29,6,3,16,82,2002,0
6,30,48,2,10,4,5,24,100,2014,0
6,46,73,4,17,6,2,10,152,2020,0
1,17,45,7,1,9,1,15,80,2015,0
13,11,55,8,12,8,4,14,107,2007,0
11,20,101,6,31,5,2,13,174,2020,0
9,22,118,9,35,2,3,4,195,2008,1
15,30,127,8,33,9,1,4,222,2004,1
13,32,21,4,29,4,5,22,103,2003,0
1,14,59,10,4,1,3,26,89,2016,0
11,9,110,10,21,3,2,21,164,2012,1
9,29,106,6,21,2,7,7,173,2011,1
14,14,15,5,24,4,3,9,76,2011,0
8,18,150,7,9,2,7,7,194,2008,1
11,24,59,4,35,2,5,26,135,2007,0
8,32,124,1,9,7,2,13,181,2018,0
11,19,31,2,19,6,7,22,88,2004,0
8,43,42,10,29,3,2,20,135,2010,0
6,8,8,2,36,2,5,12,62,2011,0
3,46,21,9,6,3,7,9,88,2021,0
15,34,19,10,28,5,2,26,111,2020,0
3,14,149,4,14,4,4,27,188,2007,1
9,42,13,10,27,8,2,3,109,2003,0
14,31,67,2,1,7,4,21,122,2021,0
14,23,69,3,27,4,3,2,140,2013,0
2,48,72,9,3,3,1,6,137,2004,0
13,16,129,9,30,5,1,17,202,2020,1
4,10,96,10,8,3,5,12,131,2015,0
10,34,143,5,38,9,2,21,239,2018,1
13,41,93,8,10,6,7,27,171,2007,0
13,21,133,7,28,6,4,13,208,2018,1
9,11,36,7,30,7,2,16,100,2013,0
10,48,7,10,13,8,4,9,96,2011,0
6,7,35,6,13,4,4,16,71,2005,0
6,39,93,8,22,1,3,2,169,2001,0
1,41,139,10,23,8,7,14,222,2011,1
7,49,47,2,9,1,1,10,115,2020,0
15,38,10,3,35,4,7,9,105,2001,0
9,17,100,1,4,8,7,3,139,2013,0
12,49,60,8,3,4,1,3,136,2011,0
6,15,20,8,18,1,3,6,68,2015,0
9,12,62,6,37,4,4,14,130,2015,0
5,5,132,5,27,5,1,8,179,2019,0
3,46,132,3,28,2,7,12,214,2011,1
6,18,104,7,8,5,5,27,148,2017,0
4,42,48,3,23,4,6,1,124,2011,0
11,13,14,7,2,4,6,7,51,2009,0
5,42,146,3,15,9,5,21,220,2019,1
4,37,22,3,10,5,3,12,81,2011,0
1,25,12,2,21,2,4,26,63,2018,0
4,32,137,4,31,7,3,7,215,2015,1
14,8,41,10,4,4,5,21,81,2003,0
13,9,59,1,29,6,6,11,117,2005,0
6,48,104,9,16,5,3,23,188,2018,0
5,21,41,10,39,3,4,5,119,2013,0
1,8,35,7,2,4,1,22,57,2019,0
9,10,51,2,23,1,7,4,96,2002,0
3,1,88,4,38,4,2,3,138,2006,0
15,37,15,7,29,2,3,20,105,2001,0
9,11,135,2,30,9,3,5,196,2011,1
14,30,73,3,11,4,2,10,135,2013,0
4,21,23,4,14,9,2,19,75,2019,0
10,27,141,7,29,9,6,6,223,2005,1
8,15,70,1,30,6,4,22,130,2014,0
2,20,8,3,2,5,3,5,40,2022,0
8,41,53,3,10,1,2,18,116,2007,0
9,44,108,5,12,2,6,10,180,2020,0
2,2,150,3,32,5,4,12,194,2014,1
9,48,119,4,28,8,2,5,216,2007,1
5,13,117,6,11,3,2,8,155,2016,0
3,10,20,1,34,8,7,11,76,2013,0
7,38,131,3,39,9,7,12,227,2014,1
14,12,20,2,37,5,4,3,90,2009,0
15,21,87,4,17,9,3,16,153,2019,0
14,30,136,1,16,2,7,8,199,2002,1
12,17,30,3,13,7,7,18,82,2010,0
2,40,134,7,7,2,7,1,192,2003,1
11,20,129,1,12,1,2,25,174,2006,0
1,36,72,9,35,4,2,10,157,2013,1
6,31,84,6,1,6,6,26,134,2021,0
2,30,150,9,34,1,1,6,226,2010,1
5,34,36,8,15,3,1,26,101,2015,0
2,4,57,1,27,4,2,16,95,2020,0
5,20,99,9,14,1,6,25,148,2008,0
2,13,91,9,27,7,5,6,149,2022,0
1,45,119,2,26,4,5,15,197,2002,1
4,41,16,1,2,8,4,19,72,2018,0
10,13,36,2,12,9,4,3,82,2012,0
6,44,72,1,19,9,1,10,151,2006,0
5,13,53,3,34,9,6,21,117,2002,0
9,18,46,2,27,8,2,21,110,2018,0
15,32,84,3,19,9,5,24,162,2003,1
5,13,102,9,32,8,7,1,169,2013,1
3,22,123,2,34,4,2,17,188,2013,1
8,43,34,8,30,4,6,25,127,2019,0
10,38,72,4,35,8,1,22,167,2008,1
15,37,129,6,1,5,3,6,193,2021,1
2,17,56,8,22,6,4,14,111,2001,0
1,17,68,5,24,3,1,14,118,2006,0
4,24,113,8,33,5,6,15,187,2017,1
7,14,23,4,19,8,7,19,75,2001,0
12,31,35,4,11,5,4,3,98,2003,0
2,10,78,8,24,5,1,4,127,2013,0
14,36,28,1,14,5,7,11,98,2021,0
6,18,141,3,5,3,2,10,176,2011,1
5,27,68,3,28,9,4,20,140,2003,0
5,5,74,8,33,7,1,12,132,2014,0
4,20,140,1,9,5,7,20,179,2018,1
9,18,112,4,29,6,5,14,178,2002,0
14,12,108,7,37,5,5,15,183,2008,1
8,41,24,3,38,2,4,19,116,2006,0
7,39,55,7,27,7,7,26,142,2009,0
8,25,63,7,36,3,1,22,142,2018,0
13,28,121,9,29,9,6,5,209,2020,1
7,39,51,7,35,5,3,22,144,2003,0
11,44,47,3,14,6,7,24,125,2017,0
9,18,111,8,5,7,5,15,158,2021,1
5,16,107,6,11,4,4,16,149,2019,0
15,24,18,7,1,2,7,14,67,2015,0
11,25,124,8,16,3,7,12,187,2019,0
1,24,101,10,20,2,7,3,158,2006,0
12,2,3,6,14,6,2,3,43,2001,0
12,22,1,6,14,6,7,12,61,2015,0
2,22,42,1,38,9,5,6,114,2004,0
9,41,11,9,38,8,5,1,116,2020,0
1,17,52,6,32,7,2,13,115,2008,0
5,21,74,3,21,7,3,4,131,2001,0
3,4,65,10,20,4,2,11,106,2007,0
15,20,49,9,21,7,3,17,121,2014,0
9,32,56,2,37,4,2,19,140,2002,0
14,36,76,7,8,3,7,1,144,2001,0
6,46,50,1,21,7,4,9,131,2003,0
1,6,69,4,35,7,6,11,122,2010,0
2,36,135,5,5,3,4,7,186,2016,1
6,23,87,7,15,3,7,23,141,2006,0
7,3,4,8,10,3,6,27,35,2008,0
10,29,123,7,28,1,5,27,198,2021,1
14,19,7,5,34,2,1,26,81,2002,0
12,9,131,6,28,8,1,3,194,2018,1
11,42,24,4,37,1,7,5,119,2011,0
14,31,60,5,3,2,3,27,115,2007,0
8,11,143,6,25,3,6,15,196,2020,1
3,7,97,3,23,8,1,9,141,2022,0
3,37,29,8,35,5,4,14,117,2013,0
4,49,64,7,5,6,7,20,135,2008,0
10,42,75,6,23,4,2,8,160,2011,0
13,41,3,10,36,6,1,18,109,2013,0
7,10,111,3,28,1,6,11,160,2010,1
3,10,35,9,3,6,4,11,66,2012,0
9,4,131,7,2,4,5,7,157,2020,1
12,7,8,7,6,3,1,2,43,2022,0
5,47,64,5,25,5,1,14,151,2011,0
13,12,53,3,23,8,5,26,112,2010,0
1,35,75,7,1,4,4,16,123,2020,0
14,15,79,6,15,4,4,17,133,2009,0
11,6,15,5,15,4,3,19,56,2020,0
15,27,13,4,30,9,2,16,98,2019,0
13,40,108,9,10,6,6,25,186,2021,1
7,20,37,3,22,1,6,15,90,2014,0
1,4,145,6,4,6,5,2,166,2014,0
14,29,145,4,9,2,2,23,203,2001,1
1,32,142,7,13,3,3,3,198,2001,1
6,39,8,5,4,2,1,23,64,2002,0
14,35,96,1,10,5,4,22,161,2016,0
9,24,28,8,25,5,7,18,99,2001,0
9,2,12,4,6,4,3,3,37,2013,0
2,26,63,1,37,8,5,21,137,2010,0
9,2,41,3,17,4,5,2,76,2008,0
11,27,79,8,1,1,4,22,127,2003,0
6,38,136,7,1,9,2,2,197,2001,1
5,48,87,9,8,5,6,18,162,2017,0
9,20,58,3,37,1,6,11,128,2010,0
9,28,113,8,19,7,7,1,184,2019,1
10,28,49,7,8,9,7,27,111,2021,0
14,7,73,3,3,6,6,17,106,2001,0
7,33,55,6,30,1,3,17,132,2020,0
5,29,12,5,35,8,6,10,94,2007,0
3,7,59,4,14,6,3,2,93,2010,0
4,23,107,8,36,1,2,21,179,2005,0
11,41,128,9,10,3,3,10,202,2009,1
5,49,18,10,39,3,1,10,124,2018,0
10,38,91,8,6,5,7,6,158,2008,0
3,8,40,1,2,9,6,14,63,2002,0
12,28,95,5,20,4,4,23,164,2021,1
6,46,35,2,27,2,7,1,118,2008,0
8,4,79,1,15,4,1,17,111,2012,0
6,11,137,10,25,9,2,2,198,2012,1
12,19,94,3,32,7,3,8,167,2022,0
1,42,2,5,3,6,4,3,59,2003,0
5,14,112,9,20,8,4,15,168,2008,1
15,1,2,1,8,6,3,1,33,2006,0
15,10,90,4,37,6,1,13,162,2004,0
9,19,19,8,29,5,7,11,89,2013,0
7,16,88,10,18,1,6,13,140,2018,0
11,44,112,10,1,6,5,25,184,2007,1
14,13,67,1,24,6,5,26,125,2018,0
15,12,22,10,24,8,1,12,91,2013,0
12,13,46,1,26,9,4,12,107,2008,0
11,31,60,4,13,5,6,6,124,2013,0
5,11,144,3,39,5,4,3,207,2008,1
15,17,19,8,18,5,7,2,82,2004,0
14,35,124,7,8,6,6,3,194,2003,1
5,48,12,5,15,1,5,9,86,2014,0
4,45,150,7,25,9,4,25,240,2010,1
10,26,107,8,1,5,3,2,157,2012,0
14,33,91,1,17,4,6,27,160,2013,1
10,39,78,1,32,5,3,20,165,2004,0
11,17,124,5,33,6,7,2,196,2014,1
5,27,132,4,28,2,3,14,198,2012,1
8,36,41,9,14,2,5,26,110,2008,0
12,44,53,5,1,1,2,25,116,2002,0
11,27,69,3,28,1,5,14,139,2004,0
6,18,105,10,28,7,2,22,174,2014,1
12,30,71,5,37,8,4,9,163,2017,0
15,14,113,2,20,8,5,25,172,2012,1
4,13,81,8,23,9,5,16,138,2016,0
9,10,84,7,29,6,3,16,145,2013,0
9,4,24,3,2,4,2,22,46,2013,0
10,5,67,2,26,5,2,10,115,2015,0
10,20,146,5,15,5,5,16,201,2001,1
2,22,71,7,20,1,5,11,123,2017,0
14,15,110,8,11,5,4,18,163,2013,1
5,20,39,5,18,7,2,16,94,2003,0
15,45,39,8,2,3,4,23,112,2013,0
9,33,111,10,6,7,7,11,176,2005,1
12,14,111,6,18,8,6,26,169,2016,0
8,10,113,7,28,6,1,24,172,2005,1
8,9,65,3,14,6,7,24,105,2011,0
6,26,112,2,30,1,1,13,177,2012,0
2,20,41,6,19,4,5,26,92,2003,0
13,25,137,5,29,1,1,14,210,2017,1
4,48,121,10,38,9,4,8,230,2017,1
15,22,21,2,26,5,4,14,91,2010,0
13,32,136,7,30,9,6,5,227,2008,1
7,44,61,2,3,8,5,2,125,2018,0
9,1,149,4,31,7,6,8,201,2010,1
13,22,90,4,11,9,7,10,149,2018,0
11,26,119,10,36,8,6,6,210,2005,1
2,18,22,7,21,1,7,11,71,2005,0
9,38,106,2,27,6,2,14,188,2015,0
12,27,123,1,12,5,1,10,180,2011,0
8,24,146,8,9,4,6,8,199,2021,1
11,12,30,8,4,2,6,10,67,2019,0
9,12,140,10,16,3,6,4,190,2010,1
7,38,97,5,17,4,4,7,168,2020,1
13,7,85,2,37,6,5,27,150,2022,0
13,39,66,9,28,3,2,27,158,2010,0
3,16,5,7,28,5,7,21,64,2013,0
15,22,56,3,39,6,6,2,141,2017,0
14,14,139,2,26,7,3,27,202,2005,1
1,10,93,9,31,6,2,7,150,2009,0
14,20,25,2,4,7,6,25,72,2014,0
9,13,4,1,4,6,7,21,37,2018,0
11,18,85,10,39,1,5,17,164,2020,1
9,34,144,5,30,3,7,26,225,2012,1
4,46,32,2,13,4,1,20,101,2004,0
14,20,14,5,6,3,3,20,62,2019,0
6,20,97,7,9,3,1,8,142,2021,0
11,48,41,10,22,1,6,7,133,2008,0
15,37,57,7,27,6,7,13,149,2003,0
8,42,124,10,38,8,4,14,230,2012,1
12,27,14,3,28,9,5,9,93,2011,0
1,47,123,7,1,6,6,10,185,2007,1
5,45,6,4,22,9,3,25,91,2022,0
13,34,114,2,27,4,5,14,194,2009,1
2,25,146,8,29,3,7,22,213,2010,1
4,38,13,6,25,9,2,16,95,2020,0
11,7,64,8,16,5,7,19,111,2010,0
8,5,91,3,10,7,4,15,124,2003,0
10,34,17,9,7,1,6,24,78,2011,0
4,31,5,5,16,7,6,16,68,2006,0
14,21,13,9,8,7,2,27,72,2005,0
10,30,54,1,23,1,5,14,119,2021,0
3,34,133,8,9,2,1,19,189,2020,1
4,14,117,6,13,2,1,3,156,2005,0
14,6,99,8,12,8,7,17,147,2006,0
9,31,45,7,16,6,6,2,114,2021,0
10,40,27,4,18,4,7,11,103,2014,0
14,10,118,7,6,2,1,2,157,2003,0
13,20,47,6,29,1,5,1,116,2014,0
7,4,56,9,12,5,2,4,93,2001,0
12,27,100,6,11,2,7,1,158,2018,0
4,10,136,10,4,4,1,10,168,2003,0
15,4,89,10,31,7,3,15,156,2020,1
2,1,39,10,20,5,3,8,77,2020,0
5,8,3,10,38,3,7,17,67,2009,0
15,32,53,10,8,5,7,3,123,2012,0
11,23,20,10,29,5,4,8,98,2008,0
10,8,148,7,15,6,4,1,194,2018,1
4,25,144,3,23,4,4,1,203,2014,1
7,35,142,2,6,4,4,5,196,2022,1
9,16,25,1,32,9,3,3,92,2007,0
12,14,77,3,11,9,1,18,126,2015,0
5,38,49,8,39,7,3,27,146,2014,0
7,10,21,4,5,1,4,5,48,2020,0
15,20,129,8,6,3,3,4,181,2018,1
7,31,88,8,15,1,5,10,150,2007,0
15,37,91,3,8,7,5,7,161,2012,0
2,46,135,10,20,3,4,25,216,2018,1
4,22,133,2,2,8,1,19,171,2013,0
4,17,41,8,35,6,5,12,111,2002,0
6,19,133,6,29,4,2,1,197,2013,1
3,34,117,4,1,6,5,22,165,2017,0
4,6,68,2,25,3,2,17,108,2002,0
13,25,133,1,13,6,2,11,191,2019,1
8,30,119,6,1,1,6,21,165,2006,1
11,33,2,8,12,1,7,10,67,2003,0
8,16,149,3,6,6,6,21,188,2001,1
6,10,106,8,5,1,2,11,136,2010,0
11,8,147,2,19,6,2,4,193,2002,1
12,18,66,6,19,6,2,18,127,2002,0
5,5,86,5,3,9,1,9,113,2013,0
14,18,91,4,24,3,2,20,154,2007,0
8,6,98,8,25,8,2,7,153,2015,1
4,46,59,10,36,2,7,18,157,2008,0
14,6,118,4,10,5,3,27,157,2014,0
1,19,106,2,35,3,5,4,166,2002,0
15,29,25,7,13,2,5,25,91,2010,0
14,1,31,6,39,9,5,25,100,2011,0
14,18,107,3,35,9,3,2,186,2006,1
12,29,40,1,21,9,5,14,112,2007,0
12,47,73,1,20,9,2,1,162,2021,0
4,26,136,6,15,9,1,22,196,2021,1
6,15,137,8,24,4,1,26,194,2009,1
8,45,77,6,7,6,3,24,149,2019,1
14,19,84,1,2,1,1,21,121,2012,0
8,46,62,4,25,7,2,19,152,2022,1
5,9,54,3,37,1,3,24,109,2014,0
3,6,55,10,38,4,3,24,116,2019,0
2,36,129,7,35,8,6,6,217,2016,1
9,8,141,2,12,3,6,20,175,2012,0
2,2,30,2,10,6,4,27,52,2016,0
